# Catalog of 6,669 unique galaxies from SDSS Data Release 1
# In addition, galaxies are selected by the following conditions:
#    12 < rPetrosian < 17.77 
#  0.01 <  redshift  < 0.30
#    good imaging magnitudes,
#  212 < RA < 228 and -1 < Dec < 4
# The listed parameters are:
# RA/Dec: equatorial position in decimal deg.
# redshift, determined from SDSS spectrum
# DM: distance module for WMAP cosmology (magnitudes)
# absolute magnitude Mr = r - DM
# u and r: model magnitude, u-r=2.22 is a good separator
#          of spiral and elliptical galaxies (see Strateva et al. 2001)
#
#    RA         Dec  redshift   DM     u      r  
 215.59311    3.48517  0.158  39.38  19.26  17.40 
 215.62112    3.62786  0.129  38.89  20.37  17.18 
 216.09265    3.51586  0.055  36.92  18.79  15.95 
 216.10281    3.58697  0.098  38.24  19.75  16.83 
 216.24052    3.54847  0.086  37.94  18.75  17.67 
 216.34395    3.49177  0.074  37.60  18.98  17.51 
 216.45636    3.51674  0.168  39.51  20.73  17.50 
 216.48404    3.50443  0.167  39.51  20.61  17.33 
 216.58218    3.49100  0.074  37.61  18.59  16.34 
 216.57263    3.57846  0.076  37.65  18.94  16.85 
 216.66153    3.50500  0.072  37.52  17.41  15.08 
 216.66650    3.50722  0.093  38.12  18.95  17.04 
 216.72037    3.62314  0.093  38.12  19.34  16.29 
 216.74939    3.59949  0.093  38.11  19.78  17.04 
 216.76804    3.57914  0.076  37.66  18.83  16.54 
 216.68413    3.45538  0.111  38.53  19.12  16.42 
 216.72789    3.58730  0.077  37.69  18.81  16.52 
 216.84370    3.57648  0.034  35.87  16.37  13.67 
 216.76920    3.49980  0.199  39.93  20.76  17.23 
 216.88782    3.46717  0.167  39.51  19.92  17.00 
 216.83224    3.51163  0.077  37.69  18.75  16.41 
 216.89874    3.57619  0.245  40.44  19.43  17.40 
 216.94078    3.57274  0.034  35.88  18.12  15.64 
 217.03970    3.53153  0.040  36.18  18.53  17.65 
 217.04335    3.50420  0.074  37.59  18.08  16.55 
 217.13324    3.40331  0.158  39.36  20.09  16.81 
 217.25581    3.39178  0.111  38.53  19.32  16.43 
 217.28136    3.40092  0.110  38.52  19.04  16.62 
 217.39560    3.41477  0.157  39.35  19.66  16.30 
 217.50781    3.39781  0.033  35.80  19.43  16.54 
 217.43956    3.40816  0.155  39.33  19.92  16.76 
 217.40590    3.40166  0.156  39.34  19.05  17.44 
 217.44772    3.58800  0.073  37.56  19.06  17.57 
 217.50810    3.56685  0.066  37.35  18.73  16.86 
 217.60901    3.41568  0.034  35.81  17.53  16.27 
 217.55583    3.50508  0.163  39.45  20.02  16.89 
 217.72597    3.41394  0.167  39.51  19.88  16.91 
 217.74323    3.54894  0.066  37.33  19.91  17.36 
 217.66946    3.43734  0.096  38.19  19.25  17.22 
 217.69841    3.39169  0.167  39.50  20.03  17.61 
 217.76660    3.41656  0.033  35.76  17.88  16.26 
 217.82832    3.50721  0.033  35.78  16.26  13.52 
 217.86472    3.41776  0.057  36.99  17.05  15.31 
 217.92886    3.53364  0.086  37.94  20.37  17.28 
 217.82355    3.44083  0.161  39.42  19.81  17.43 
 217.90219    3.53627  0.086  37.93  18.83  17.26 
 218.09494    3.38655  0.149  39.22  19.10  16.56 
 218.03807    3.43130  0.107  38.46  18.64  16.08 
 218.04729    3.44811  0.107  38.45  18.81  16.44 
 218.08902    3.41397  0.043  36.38  17.86  16.21 
 218.11752    3.48078  0.179  39.67  20.21  16.88 
 218.26143    3.40336  0.146  39.19  19.71  16.78 
 218.12222    3.45686  0.027  35.37  18.11  16.68 
 218.15681    3.42268  0.157  39.36  19.39  17.61 
 218.20978    3.46372  0.111  38.54  18.86  16.53 
 218.21367    3.53913  0.028  35.40  19.45  16.98 
 218.24399    3.38312  0.030  35.58  19.00  17.26 
 218.26811    3.51046  0.148  39.21  18.89  15.66 
 218.27565    3.51396  0.146  39.17  20.58  16.98 
 218.32568    3.45646  0.146  39.19  20.26  17.16 
 218.46684    3.46095  0.031  35.67  19.37  16.89 
 218.53766    3.45708  0.027  35.34  18.66  17.40 
 218.57143    3.39403  0.029  35.48  18.49  16.19 
 218.69450    3.34158  0.028  35.39  17.47  14.56 
 218.69044    3.34031  0.028  35.38  17.94  16.06 
 218.56677    3.45074  0.120  38.71  19.10  16.97 
 218.68845    3.32415  0.146  39.18  19.66  16.81 
 218.62090    3.36673  0.030  35.59  19.99  17.70 
 218.72835    3.50482  0.119  38.70  19.72  16.81 
 218.78795    3.46544  0.042  36.30  18.35  16.48 
 218.92741    3.51538  0.178  39.65  19.16  17.44 
 218.99271    3.44940  0.061  37.15  18.52  17.28 
 219.04208    3.36592  0.027  35.34  17.84  15.53 
 219.05418    3.47561  0.119  38.70  19.06  16.93 
 219.28722    3.49311  0.033  35.77  18.02  16.77 
 219.25221    3.45657  0.157  39.36  19.93  16.86 
 219.19360    3.38758  0.220  40.17  20.86  17.41 
 219.28186    3.39463  0.098  38.26  19.89  17.15 
 219.43930    3.30862  0.028  35.40  17.71  15.08 
 219.37531    3.47487  0.026  35.27  17.76  16.05 
 219.34741    3.37265  0.028  35.41  20.08  17.71 
 219.35492    3.38651  0.225  40.23  19.94  16.80 
 219.54128    3.34005  0.027  35.30  17.12  14.52 
 219.48434    3.38786  0.220  40.18  20.36  17.03 
 219.69899    3.29715  0.145  39.17  20.01  16.93 
 219.71051    3.41237  0.223  40.21  21.09  17.56 
 219.82480    3.36834  0.028  35.41  16.30  13.66 
 219.87866    3.39955  0.063  37.22  17.88  15.52 
 219.89865    3.32515  0.114  38.60  19.49  17.51 
 219.82068    3.43810  0.059  37.07  19.48  16.88 
 219.95457    3.35151  0.027  35.29  18.59  16.13 
 219.94135    3.30696  0.026  35.26  19.36  17.10 
 220.05426    3.34437  0.025  35.14  18.08  16.92 
 219.92151    3.39361  0.225  40.22  20.75  17.50 
 220.07701    3.33353  0.028  35.38  17.93  15.30 
 220.12254    3.43274  0.025  35.12  17.43  14.64 
 220.15794    3.37701  0.026  35.29  15.81  12.98 
 220.16345    3.38065  0.030  35.58  19.31  16.54 
 220.18065    3.37401  0.032  35.71  16.99  14.24 
 220.18132    3.25405  0.031  35.61  16.91  14.26 
 220.06059    3.26367  0.089  38.03  19.31  16.32 
 220.16153    3.39907  0.089  38.03  19.59  16.77 
 220.07600    3.30357  0.027  35.35  17.83  15.52 
 220.08551    3.29695  0.028  35.42  19.74  17.56 
 220.12280    3.42100  0.089  38.03  18.63  16.44 
 220.13316    3.35653  0.024  35.11  18.39  16.59 
 220.15941    3.35642  0.024  35.06  19.79  17.44 
 220.20006    3.28261  0.029  35.49  19.45  17.20 
 220.08157    3.38182  0.026  35.24  20.04  17.59 
 220.31139    3.44602  0.026  35.21  19.13  16.57 
 220.21954    3.41830  0.028  35.38  16.76  14.02 
 220.24193    3.45156  0.027  35.35  17.30  14.64 
 220.24741    3.30357  0.028  35.40  19.83  17.61 
 220.31998    3.27676  0.028  35.39  18.23  15.93 
 220.21811    3.36727  0.099  38.27  19.23  17.12 
 220.24719    3.40101  0.063  37.25  19.19  17.29 
 220.25769    3.31214  0.029  35.52  19.64  17.53 
 220.26167    3.29212  0.030  35.54  18.98  16.62 
 220.29907    3.28516  0.129  38.89  20.13  17.28 
 220.33159    3.39865  0.028  35.40  19.47  17.16 
 220.45656    3.44374  0.027  35.34  17.89  15.09 
 220.48199    3.33911  0.026  35.21  18.16  15.70 
 220.49474    3.38997  0.026  35.22  16.53  13.89 
 220.49316    3.24959  0.127  38.85  19.58  17.18 
 220.46848    3.40308  0.090  38.04  18.58  16.82 
 220.48170    3.40770  0.090  38.05  19.18  17.31 
 220.56320    3.30441  0.072  37.54  19.42  17.03 
 220.58867    3.27084  0.024  35.09  17.83  15.20 
 220.60713    3.23194  0.026  35.24  16.56  13.80 
 220.64755    3.31735  0.090  38.04  18.87  16.05 
 220.62772    3.34728  0.190  39.81  20.42  16.92 
 220.52640    3.33075  0.025  35.19  16.55  14.95 
 220.54454    3.37464  0.027  35.29  19.98  17.71 
 220.65279    3.32513  0.127  38.85  19.37  17.54 
 220.75842    3.27339  0.144  39.15  19.44  16.18 
 220.74658    3.22399  0.222  40.19  20.51  16.90 
 220.85245    3.35580  0.096  38.19  18.67  15.83 
 220.93144    3.21706  0.026  35.26  19.30  17.02 
 220.82678    3.22707  0.127  38.85  18.91  16.97 
 220.84958    3.22257  0.222  40.19  20.99  17.42 
 221.04671    3.28919  0.126  38.84  18.83  17.44 
 221.29482    3.33277  0.027  35.30  18.00  15.63 
 221.41205    3.33973  0.126  38.83  19.52  16.62 
 221.39796    3.28579  0.127  38.85  19.61  17.35 
 221.41011    3.22944  0.126  38.83  19.94  16.94 
 221.50084    3.37090  0.127  38.85  19.09  17.10 
 221.62022    3.23676  0.026  35.27  18.81  16.74 
 221.88696    3.21117  0.182  39.71  19.78  17.45 
 221.88469    3.18101  0.097  38.21  19.38  16.59 
 221.93607    3.28002  0.212  40.08  21.09  17.56 
 221.86252    3.24458  0.067  37.38  18.64  17.10 
 222.02199    3.29670  0.096  38.20  19.23  16.44 
 222.20599    3.23167  0.181  39.69  20.54  17.43 
 222.16142    3.25153  0.294  40.89  21.24  17.40 
 222.35802    3.30029  0.184  39.73  21.08  17.46 
 222.43053    3.29810  0.183  39.72  20.44  17.48 
 222.42717    3.22126  0.063  37.23  18.41  16.91 
 222.56392    3.22223  0.078  37.71  19.26  16.14 
 222.58987    3.33211  0.231  40.29  21.07  17.43 
 222.59406    3.14832  0.096  38.20  19.76  16.99 
 222.63911    3.30558  0.062  37.19  19.35  17.11 
 222.62958    3.30099  0.062  37.20  18.28  16.78 
 222.76025    3.26506  0.044  36.44  19.88  17.05 
 222.87160    3.25193  0.114  38.60  19.11  17.19 
 222.96643    3.18080  0.029  35.50  17.76  15.79 
 222.95132    3.23135  0.028  35.44  18.85  16.56 
 222.91676    3.26405  0.045  36.45  17.57  15.91 
 223.14099    3.14460  0.028  35.40  16.82  14.00 
 223.09819    3.29006  0.068  37.42  18.21  15.43 
 223.17952    3.22481  0.028  35.41  16.62  13.98 
 223.06558    3.22865  0.070  37.46  18.50  16.64 
 223.06523    3.24699  0.045  36.45  19.64  17.47 
 223.21608    3.20772  0.028  35.43  18.01  15.36 
 223.23427    3.10939  0.028  35.39  19.10  17.00 
 223.25665    3.13038  0.064  37.27  19.08  17.55 
 223.29536    3.09840  0.029  35.48  18.90  16.66 
 223.36490    3.27278  0.027  35.35  17.19  14.84 
 223.39047    3.10839  0.044  36.44  18.12  16.73 
 223.44319    3.10181  0.029  35.48  19.19  17.51 
 223.53365    3.21371  0.028  35.42  17.13  14.51 
 223.64821    3.23858  0.126  38.82  19.93  17.16 
 223.75520    3.25561  0.084  37.89  18.74  17.25 
 223.75388    3.15849  0.070  37.48  18.78  17.15 
 223.81573    3.15779  0.080  37.77  19.35  17.25 
 223.86545    3.11390  0.154  39.31  20.36  17.71 
 224.05362    3.05118  0.069  37.44  18.07  15.27 
 224.11432    3.07962  0.083  37.86  18.84  17.35 
 224.12781    3.05784  0.070  37.47  18.30  16.74 
 224.17853    3.22491  0.071  37.49  18.03  16.02 
 224.24960    3.17045  0.083  37.86  19.02  17.37 
 224.26605    3.12298  0.153  39.30  19.70  16.64 
 224.26614    3.15567  0.153  39.30  19.95  17.17 
 224.39139    3.17172  0.129  38.89  19.26  16.89 
 224.54716    3.06778  0.122  38.76  19.79  16.71 
 224.68867    3.14626  0.088  38.01  19.30  16.55 
 224.61813    3.14938  0.084  37.88  20.00  16.97 
 224.63095    3.02693  0.083  37.86  19.76  16.74 
 224.59045    3.02460  0.122  38.75  18.53  16.81 
 224.81857    3.08370  0.271  40.69  21.97  17.19 
 224.93559    3.18583  0.134  38.98  19.55  16.60 
 225.03883    3.03909  0.167  39.51  20.06  17.30 
 225.05475    3.06187  0.134  38.98  20.28  17.10 
 225.24271    3.08350  0.082  37.84  19.30  17.57 
 225.43532    3.14855  0.133  38.96  20.69  17.38 
 225.53702    3.12180  0.095  38.17  19.28  16.75 
 225.49348    3.12266  0.134  38.97  19.14  16.55 
 225.52353    3.01345  0.124  38.79  19.61  17.62 
 225.55478    3.10084  0.134  38.97  19.08  17.34 
 225.60962    3.03175  0.048  36.60  18.89  17.33 
 225.68076    3.10776  0.134  38.98  20.27  17.29 
 225.80013    3.00469  0.160  39.39  20.28  17.36 
 225.81938    3.14125  0.086  37.94  19.84  17.04 
 225.88855    2.95858  0.080  37.78  18.63  16.68 
 226.17290    3.03729  0.113  38.57  19.00  16.13 
 226.31741    3.08686  0.042  36.31  17.95  15.28 
 226.29362    3.03448  0.081  37.82  19.85  17.34 
 226.31047    3.10829  0.043  36.37  18.85  16.32 
 226.33638    3.07364  0.124  38.79  18.91  16.96 
 226.28772    3.10832  0.036  35.97  19.12  17.44 
 226.35454    3.11107  0.044  36.44  18.00  16.48 
 226.37753    3.08738  0.044  36.44  16.92  14.64 
 226.41386    3.10951  0.044  36.44  19.19  17.21 
 226.41357    2.92876  0.175  39.61  19.19  16.51 
 226.52863    3.05146  0.081  37.80  19.38  16.57 
 226.55644    2.92799  0.043  36.38  19.33  17.40 
 226.57111    2.99120  0.043  36.38  17.98  16.32 
 226.56146    3.10220  0.040  36.21  20.09  17.31 
 226.70372    2.91693  0.055  36.94  18.39  16.24 
 226.94255    2.97416  0.044  36.41  19.29  16.66 
 226.83003    2.91314  0.153  39.29  19.44  16.67 
 227.04320    2.95247  0.098  38.26  20.21  17.36 
 227.09026    2.94088  0.109  38.50  18.82  16.65 
 227.16512    2.97233  0.046  36.52  17.87  15.34 
 227.14232    3.00752  0.113  38.58  18.44  16.09 
 227.21696    3.06844  0.123  38.78  18.75  16.63 
 227.09607    2.88863  0.041  36.24  18.67  17.05 
 227.11987    2.89554  0.045  36.48  19.27  17.04 
 227.25467    2.97497  0.045  36.49  18.78  16.70 
 227.25481    2.99320  0.045  36.49  18.86  16.41 
 227.29576    3.02288  0.092  38.09  20.22  17.33 
 227.32321    3.02571  0.093  38.13  17.93  15.82 
 227.30498    2.88617  0.046  36.51  18.86  17.20 
 227.46719    2.99752  0.095  38.17  19.78  16.65 
 227.47656    3.02913  0.092  38.10  19.78  16.69 
 227.47824    2.93100  0.151  39.27  20.19  17.08 
 227.49751    3.00307  0.092  38.10  18.28  15.07 
 227.50655    2.93436  0.092  38.09  18.62  15.71 
 227.51073    2.96777  0.092  38.11  19.34  16.53 
 227.44562    3.04149  0.092  38.09  19.91  17.12 
 227.45961    2.96996  0.096  38.19  20.31  17.43 
 227.51616    3.05600  0.091  38.07  19.36  16.57 
 227.54294    2.92728  0.093  38.12  19.78  16.98 
 227.59402    3.03892  0.095  38.17  18.38  17.14 
 227.66539    2.91317  0.091  38.08  18.75  15.64 
 227.66211    3.02483  0.094  38.14  19.25  16.79 
 227.55571    3.01048  0.092  38.11  19.86  17.09 
 227.61028    3.01055  0.093  38.13  20.02  17.27 
 227.57025    2.86382  0.090  38.04  19.96  17.14 
 227.60310    2.94992  0.094  38.14  19.27  17.55 
 227.63901    2.87693  0.038  36.07  17.61  16.21 
 227.67813    2.96890  0.174  39.60  19.88  17.37 
 227.58223    2.84786  0.173  39.59  20.30  17.28 
 227.77422    2.85325  0.076  37.67  17.90  15.09 
 227.78064    2.86712  0.077  37.70  18.26  15.24 
 227.83598    2.85677  0.074  37.61  18.75  15.95 
 227.72760    3.00456  0.041  36.29  19.46  16.88 
 227.80960    2.93017  0.076  37.67  19.54  16.86 
 227.81984    2.85680  0.078  37.73  19.64  16.78 
 227.83401    2.99689  0.113  38.57  18.91  16.83 
 227.71359    2.95606  0.174  39.60  20.17  17.54 
 227.93877    2.92385  0.112  38.55  19.22  16.22 
 227.91994    3.02447  0.112  38.56  18.98  16.14 
 213.58641    3.98304  0.146  39.19  20.19  16.77 
 213.68909    3.96975  0.146  39.17  19.95  17.46 
 213.84158    3.99930  0.077  37.69  19.49  16.49 
 213.87909    3.98796  0.081  37.79  19.30  17.06 
 214.35765    3.99106  0.156  39.34  19.95  17.33 
 214.49074    3.93960  0.026  35.21  19.74  17.35 
 215.47470    3.96594  0.036  35.95  16.59  14.35 
 215.92546    3.93093  0.094  38.14  19.18  17.60 
 215.97568    3.87946  0.154  39.31  19.76  16.82 
 216.02559    3.96112  0.025  35.17  18.32  16.95 
 216.17583    3.92803  0.112  38.57  20.35  17.33 
 216.19635    3.94684  0.077  37.70  17.89  16.41 
 216.41937    3.92748  0.088  38.00  19.77  16.85 
 216.45100    3.90103  0.088  37.99  18.73  15.64 
 216.42287    3.98737  0.088  38.00  19.76  17.12 
 216.47076    3.90754  0.088  37.99  19.33  16.78 
 216.61259    3.92301  0.115  38.63  18.90  16.73 
 216.55891    3.89933  0.055  36.93  19.22  17.39 
 216.67476    3.88131  0.088  37.99  19.40  16.75 
 216.89655    3.88417  0.113  38.58  18.71  15.62 
 216.88913    3.88453  0.111  38.54  19.98  16.93 
 216.93008    3.83595  0.113  38.57  19.73  17.29 
 216.84459    3.92135  0.116  38.63  19.78  16.88 
 216.88989    3.85508  0.110  38.52  19.83  16.78 
 216.93405    3.92184  0.112  38.56  19.80  17.52 
 216.93723    3.83523  0.113  38.58  19.97  17.16 
 217.00826    3.83539  0.088  38.00  18.46  16.45 
 217.43373    3.96625  0.158  39.36  20.46  17.43 
 217.47202    3.81616  0.168  39.52  20.41  17.05 
 217.50407    3.86120  0.199  39.92  20.83  17.12 
 217.50822    3.89430  0.073  37.57  19.57  16.88 
 217.46567    3.92155  0.182  39.71  20.06  17.30 
 217.65096    3.92129  0.073  37.57  18.58  15.85 
 217.58995    3.90681  0.141  39.10  20.33  17.53 
 217.82376    3.91970  0.086  37.93  19.29  16.63 
 217.90993    3.84240  0.180  39.68  20.01  17.25 
 217.92711    3.78144  0.168  39.51  20.03  16.69 
 217.96208    3.91672  0.191  39.82  20.59  17.41 
 218.10428    3.94893  0.191  39.83  20.13  17.33 
 218.08627    3.94968  0.193  39.85  20.42  17.33 
 218.22690    3.82726  0.147  39.20  19.67  17.27 
 218.16753    3.81561  0.106  38.43  19.24  17.44 
 218.15451    3.84169  0.147  39.19  20.11  17.05 
 218.18684    3.90800  0.149  39.23  19.71  16.80 
 218.24484    3.89549  0.030  35.54  17.77  15.61 
 218.17395    3.77541  0.028  35.41  18.36  16.00 
 218.19687    3.82256  0.148  39.22  18.86  16.72 
 218.21291    3.78265  0.149  39.24  19.60  17.09 
 218.41971    3.82716  0.028  35.40  19.14  16.41 
 218.29071    3.94736  0.029  35.51  16.58  14.01 
 218.29417    3.94251  0.030  35.57  19.28  16.67 
 218.29958    3.80612  0.086  37.95  18.23  16.02 
 218.32300    3.90339  0.030  35.54  15.37  13.25 
 218.37476    3.90530  0.086  37.95  19.10  16.50 
 218.42712    3.94656  0.086  37.94  18.64  15.82 
 218.33325    3.96273  0.028  35.40  19.43  17.15 
 218.39384    3.93129  0.085  37.92  17.99  15.78 
 218.33876    3.81983  0.154  39.30  18.67  16.76 
 218.44722    3.94806  0.132  38.95  19.95  17.25 
 218.45142    3.95687  0.029  35.51  16.37  13.66 
 218.48053    3.83411  0.029  35.51  17.43  14.76 
 218.48180    3.81173  0.028  35.41  18.86  16.29 
 218.50615    3.79743  0.029  35.53  17.38  14.70 
 218.53442    3.90156  0.029  35.47  17.32  14.79 
 218.49191    3.79728  0.030  35.57  18.95  16.36 
 218.50961    3.81060  0.025  35.17  17.94  15.59 
 218.51871    3.77570  0.028  35.42  18.77  16.50 
 218.52563    3.77359  0.030  35.53  19.57  17.13 
 218.46274    3.89039  0.030  35.55  20.28  17.69 
 218.46765    3.76110  0.028  35.39  20.09  17.63 
 218.49986    3.94756  0.028  35.42  19.16  17.11 
 218.56516    3.83143  0.029  35.48  18.18  16.49 
 218.71716    3.88672  0.030  35.55  18.32  15.95 
 218.68307    3.89288  0.117  38.67  20.10  17.37 
 218.68317    3.88783  0.119  38.69  20.04  17.21 
 218.85936    3.80799  0.030  35.59  17.68  15.66 
 218.87045    3.87615  0.206  40.01  20.74  17.43 
 218.79079    3.74619  0.032  35.69  18.67  16.66 
 218.91371    3.83778  0.148  39.22  20.03  16.88 
 219.00040    3.89991  0.029  35.46  17.01  14.62 
 218.97322    3.81350  0.088  37.99  18.73  16.69 
 218.97983    3.88370  0.132  38.94  20.52  17.41 
 218.94749    3.83330  0.025  35.14  19.42  17.36 
 219.03976    3.89699  0.075  37.64  18.75  16.12 
 219.10069    3.81893  0.061  37.17  17.76  15.81 
 219.04381    3.85924  0.157  39.35  20.08  17.24 
 219.26906    3.92015  0.157  39.36  19.62  16.36 
 219.18681    3.73386  0.159  39.39  19.19  16.88 
 219.24745    3.72525  0.158  39.37  20.48  17.25 
 219.43509    3.85048  0.065  37.30  18.89  16.27 
 219.43898    3.80706  0.029  35.46  16.49  13.92 
 219.40440    3.72243  0.025  35.14  18.67  16.75 
 219.49503    3.87008  0.073  37.55  17.86  15.64 
 219.58733    3.74441  0.147  39.19  19.93  16.88 
 219.61272    3.71699  0.146  39.18  19.71  16.33 
 219.55229    3.83643  0.155  39.33  18.34  17.25 
 219.57228    3.85697  0.060  37.13  18.70  17.33 
 219.63153    3.74247  0.146  39.18  19.35  16.07 
 219.66547    3.82040  0.150  39.25  19.32  16.50 
 219.74525    3.82962  0.044  36.43  18.29  16.82 
 219.74181    3.71023  0.147  39.19  19.98  17.23 
 219.67969    3.78764  0.116  38.65  19.52  16.85 
 219.66684    3.88317  0.219  40.16  20.68  17.21 
 219.74138    3.89180  0.025  35.21  18.76  17.25 
 219.78041    3.73312  0.044  36.44  17.37  15.63 
 219.71873    3.71656  0.292  40.87  22.14  17.42 
 219.73552    3.86614  0.225  40.22  20.51  17.23 
 219.91574    3.72086  0.026  35.26  17.29  14.71 
 219.83224    3.80065  0.128  38.86  18.69  17.33 
 219.98741    3.82559  0.027  35.37  18.03  15.42 
 219.97662    3.71819  0.060  37.12  19.38  17.18 
 220.02748    3.87366  0.023  35.00  17.65  15.69 
 220.06087    3.69502  0.291  40.87  20.65  17.04 
 220.09227    3.73574  0.026  35.25  17.18  14.74 
 220.11459    3.68552  0.028  35.41  16.96  14.51 
 220.08858    3.77022  0.026  35.29  19.26  17.37 
 220.10710    3.73333  0.024  35.10  18.71  17.37 
 220.13802    3.68725  0.063  37.21  18.80  16.83 
 220.32405    3.69070  0.028  35.38  17.80  15.32 
 220.45001    3.67548  0.145  39.16  19.85  16.81 
 220.46617    3.75723  0.064  37.27  19.88  17.02 
 220.47385    3.74894  0.064  37.28  19.15  16.33 
